full	word_form	original_word_form	complete_word_form_adjusted	ja	reference	first_part	several_hits	country_corpus	speakers_nasjonality 	comments	sentence	free_standing	type_comment	obligatory	discourse_marker	sentence_position	clause_position	position	with_conjunction	conjunction	comma	in_total	listing	nachfolgend_komplett	with_pronoun	negation	continuation_declarative_sentence	wie_xzy_ist/sind	EH-type	beischeid_wissen	xzy_besser_wissen	genauso_wissen	alles_wissen	xzy_sowieso_wissen	schon_wissen	zuviel_wissen	selber_wissen			
" Ich wollt's auch nicht machen, weil ich damals so unter Druck gestanden bin mit den zwei vorangegangenen Skiflugveranstaltungen. Mein ganzer Energiezustand hat gesagt, ich brauche eine Pause. Und wie mich nacheinander der IOC- Präsident, der Staatssekretär für Sport und zuletzt der Bundeskanzler darum gebeten haben, hat mein Verstand ""Na ja"" gesagt. Die Intuition ist zwar gleich -""Ich will es nicht"" -, aber weißt eh, der erste Mann im Staat fragt dich. Wer weiß, vielleicht kann es dir helfen. Also hat der Verstand richtige Argumente gebracht. Und ich hab Ja gesagt und bin in Nashville geendet.  (NEW23/JAN.00034 NEWS, 13.01.2023, S. 74; Sein harter Weg zurück auf Normalflughöhe )"	weisst eh	weißt eh	weibt eh	0	NEWS	NEW23		AT			"Die Intuition ist zwar gleich -""Ich will es nicht"" -, aber weißt eh, der erste Mann im Staat fragt dich. "	0	eingebettet	0	1	middle	initial	initial	1	aber	,c	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"Von Noch waren in Israel die unter ""Allahu akbar""-Rufen ermordeten und geschändeten Menschen nicht einmal beerdigt, schon kamen die Versteher und Verharmloser mit Relativierungsprosa daher. So wie der Typ im Kaffeehaus. ""Na"", sagte er in die Runde und nickte selbstgefällig mit dem Kopf:""Wenn wir schon über Terror reden, den gibt's dort wie da. Weißt eh, wer Dr. Goldstein war?"" Ja, weiß ich eh, Baruch Goldstein war ein jüdischer Rechtsradikaler, der 1994 am Grab des Patriarchen in Hebron 29 Palästinenser tötete. Abgesehen von rechtsextremen religiösen Spinnern verurteilte die überwiegende Mehrheit der israelischen Bevölkerung die Bluttat. Und mit den Worten, er sei als Israeli zutiefst beschämt, erwies der damalige Ministerpräsident, Yitzhak Rabin, dem palästinensischen Volkund dessen Führer, Jassir Arafat, seine (P23/OKT.01722 Die Presse, 17.10.2023, S. 27; Verstörende Freude über das Blutbad in Israel )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P23		AT			Weißt eh, wer Dr. Goldstein war?	0	eingebettet	1	0				0		0				0		wer	0		0	0	0	0	0	0	0	0	0		
" Dass sie Dieter vor sechs Jahren auf die Oldtimermesse nach Tulln begleitete, war wirklich Zufall: Ein Kumpel war ausgefallen, die Eintrittskarte schon gekauft. Also trabte Brigitta mit, mehr gütig als enthusiastisch, und schaute sich halt an, was dort so herumstand. Hoppla, sagte sie plötzlich: ""Das Auto ist schön."" Dieter, angenehm alarmiert, betrachtete das Stück und setzt vielleicht einen väterlich-nachsichtigen Blick auf: ""Weißt eh, der hat einen Wankel."" Brigitta, die von dieser speziellen Motorbauart noch nie in ihrem Leben etwas gehört hatte: ""Das ist mir wurscht. Der g'fallt mir."" Am Stand war ein Herr vom dazugehörigen Klub aus Deutschland, und der wusste das Flämmchen zu schüren: ""Nicht nur anschauen - reinsetzen!"" Und so saß Brigitta Kolland in einem NSU Ro 80, empfand etwas, was sie noch nie für Autos empfunden hatte, und beschloss das Verhältnis zu vertiefen. (P24/APR.00606 Die Presse, 07.04.2024; »Mir ist es immer nur um die Form gegangen« )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P24		AT			Weißt eh, der hat einen Wankel	0	eingebettet	0	1	initial	initial	initial	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
" Eine Beleidigung gab die andere, der Administrator musste sich einschalten, und das Posting wurde gelöscht. Das gibt es also auch. Eskalierende Katzengruppen.Das Netz ist halt immer noch ein bisschen fieser als die Wirklichkeit. Auf Facebook gibt's ein Lach-Emoji? Dann benutzen wir es doch, um uns über andere lustig zu machen: Hahaha, du Trottel. Jemand postet ein Urlaubsfoto? Gleich motzt jemand, dass auf dem Rücksitz des Elektroboots eine Plastikflasche zu sehen ist: ""Du weißt eh, was dieses Plastik in den Meeren anrichtet?"" Du formulierst, wie das neulich einer österreichischen Autorin passiert ist, einen depperten Satz? Dann reicht es auch nicht, wenn du dich entschuldigst: ""Tut mir leid, der Satz war wirklich deppert."" Da findet sich garantiert irgendwer, der findet, ""Tut mir leid"" ist nicht genug, und den eh schon reichweitenstarken Tweet, in dem du zur Schnecke gemacht wirst, noch ein bisschen reichweitenstärker macht. (P24/SEP.00081 Die Presse, 01.09.2024, S. 34; Interessanterweise kann man nämlich total gegen Hetze sein und... )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P24		AT		frage	Du weißt eh, was dieses Plastik in den Meeren anrichtet?	0	eingebettet	1	0				0		0				1		was	0		0	0	0	0	0	0	0	0	0		
"Über die Jahre hätten sich aber immer mehr aus der allgemeinen Dorfgemeinschaft involviert. Alles schönreden brauche man nicht, er erlebe am Land durchaus noch Widerstand. Aber prinzipiell würde die Präsenz der queeren Community in der Region viel offener aufgenommen als früher. ""Irgendwann hat mir dann ein Unkener gesagt: 'Weißt eh, in Unken ist das jetzt auch eine Tradition, wie das Maibaumfest.'"" Mittlerweile erzeuge die Pride eben ein Identitätsgefühl. ""Man ist stolz drauf, dass wir so etwas bei uns haben.""  (P25/JUN.00793 Die Presse, 08.06.2025; Queer auf dem Land: »Jedem Dorf seine Pride« )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P25		AT			Weißt eh, in Unken ist das jetzt auch eine Tradition, wie das Maibaumfest.	0	eingebettet	0	1	initial	initial	initial	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"Warum? Einmal sei der Anwalt von einem ""unbekannten Aggressor direkt mit körperlicher Gewalt bedroht"" worden, indem dieser an einer Kreuzung gegen die Autoscheibe des Anwalts geschlagen und ihm zugerufen habe: ""Dich habe ich gesucht, steig aus, du weißt eh, was jetzt passiert."" Der Jurist habe zwar flüchten können und den Vorfall bei der Polizei angezeigt, doch der Täter sei nicht gefasst worden. Der Bedrohte vermutete einen Zusammenhang zu einem Prozess mit einem Gegner, der zuvor bereits einen Berufskollegen bedroht habe. Überdies sei der Anwalt Anfeindungen auf einer Liegenschaft ausgesetzt gewesen: durch Blockieren eines Stellplatzes und Deaktivieren des Lifts gepaart mit ""unmissverständlichen Äußerungen zur (P25/JUN.01895 Die Presse, 23.06.2025; Anwalt muss wegfahren statt schießen )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P25		AT			Dich habe ich gesucht, steig aus, du weißt eh, was jetzt passiert.	0	eingebettet	1	0				0		0				1		was	0		0	0	0	0	0	0	0	0	0		
"Stocker: Das ist der Mount Rushmore, weißt eh, der Berg mit den amerikanischen Präsidenten. Aber mit den Köpfen von Figl, Raab, Klaus, Schüssel und Kurz.  (P25/AUG.01167 Die Presse, 18.08.2025; Make Kreisky great again )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P25		AT			Das ist der Mount Rushmore, weißt eh, der Berg mit den amerikanischen Präsidenten. 	0	eingebettet	0	1	middle	if	middle	0		0	complete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
" Slalomlaufen können sie halt, die Österreicher. Und in der Fifa-Wööödrangliste rangieren sie jetzt schon auf Platz zehn. Nur der 1. FC Nürnberg profitiert in der zweiten Liga kaum davon. „Wir haben immer mal wieder Phasen, in denen wir richtig gut spielen, und dann wieder Phasen, in denen wir weniger machen“, sagte Schöpf. Der Club spielt windhundig, aber doch nicht der Schöpf, der Narrische! Waßt eh, Oider! (U15/NOV.01151 Süddeutsche Zeitung, 09.11.2015, S. 31; SECHSERPACK - KURZGESCHICHTEN AUS DER BUNDESLIGA )"	wasst eh	waßt eh	wabt eh	0	Süddeutsche Zeitung	U15		DE	at		Waßt eh, Oider! 	0	eingebettet	0	1	initial	initial	initial	0		0				0			0		0	0	0	0	0	0	0	0	0		
"Der junge Herr Willi ließ sich jetzt gentlemanlike in seinen Sitz zurückfallen und krähte durchs offene Fenster: ""Waßt eh, wos du mi kaunnst.. ."", und zeigte ihm dabei einen absolut wohlgeratenen Mittelfinger der rechten Hand. Es war der übliche Finger, mit dem man in üblicher Manier durch übliches Hochhalten einem mißliebigen Menschen anzeigt, was man von ihm hält. Üblich übel. (K96/OKT.19155 Kleine Zeitung, 15.10.1996, Ressort: Lokal; Eine Alltagsgeschichte )"	wasst eh	waßt eh	wabt eh	0	Kleine Zeitung	K96		AT			Waßt eh, wos du mi kaunnst.. .	0	eingebettet	1	0				0		0				0		was	0		0	0	0	0	0	0	0	0	0		
"""Waßt eh ', immer nur schrauben, schwaß'n und schmier'n."" Es war so ungefähr eine meiner ersten Kontaktaufnahmen als freier Mitarbeiter mit Werner Müller. Das muß so vor rund 15 Jahren gewesen sein. Und meine Frage, womit er denn so seinen Tag ausfülle, beantwortete er im typischen Jargon eines Mannes, der wirklich jeden Tag unter seinem Motorrad liegt. Der seine Hände fast nicht mehr ganz sauber kriegt, weil ihm seine ""Maschin"" so am Herzen liegt. (K99/JUL.51464 Kleine Zeitung, 10.07.1999, Ressort: Lokal; Der Motocross-Champion, der aus dem Heustadl kam )"	wasst eh	waßt eh	wabt eh	0	Kleine Zeitung	K99		AT			Waßt eh ', immer nur schrauben, schwaß'n und schmier'n.	0	eingebettet	0	1	initial	initial	initial	0		0				0			0		0	0	0	0	0	0	0	0	0		
"""Perli"" Perlak ist auch einen Tag vor seinem 40. Geburtstag, den er heute feiert, noch der alte. ""Hallo, Perli, wie geht's?"" ""Alles in Ordnung, und wos willst noch?"" ""Erzähl was von deiner Karriere, deine Lieblingsspieler, deine Erfolge."" ""Da gibt's nichts, waßt eh, wenn ich guat drauf woar, hob i olle gschleppt. Wenn net, dann ebn net."" ""König der Gurke"" und Supertechniker kickt mit dem Sohn Wenn der ""rasende Müllmann"" die Linie runterstürmte und die Verteidiger vernaschte, stand die Stehplatztribüne in Lehen kopf: ""Perli, Perli""-Rufe, bis die Kehlen heiser waren. Genialität und aufreizende Lustlosigkeit - beides lag beim eleganten Supertechniker mit dem Auge für den letzten Paß ganz eng zusammen. (N95/SEP.37257 Salzburger Nachrichten, 28.09.1995; Genial und aufreizend: Wenn der )"	wasst eh	waßt eh	wabt eh	0	Salzburger Nachrichten	N95	II	AT			Da gibt's nichts, waßt eh, wenn ich guat drauf woar, hob i olle gschleppt. 	0	eingebettet	0	1	middle	if	middle	0		0				0			0		0	0	0	0	0	0	0	0	0		
"REINISCH: Das stand immer zwischen uns. Ich hab versucht, ihn wegzubringen. Wochenlangen Fitnesstrips folgten dann wieder horrende Umfaller. Wenn er drauf war, ging er mich an: ""Heast Oida, bist mein Freund oder mein Vater?! Lass mi in Ruah: Du waßt eh, dass i krank bin."" Einmal hatte er 65 Whiskey gekippt, fiel um und ist auf seiner Hand so unglücklich bewusstlos liegen geblieben, dass sie fast hätte amputiert werden müssen. Die Hand wäre fast abgestorben. Er musste zwei Monate Reha machen, um sie wieder beweglich zu machen. Ich hab ihn durch drei Suchtentzüge begleitet, bin mit ihm durch die Hölle gegangen. Ich habe ihn in den Armen gehalten, wenn er von Krämpfen geschüttelt wurde und er erbrechen musste. (NEW07/FEB.00196 NEWS, 08.02.2007, S. 142; ,Er war nicht sofort tot. Er hat mich angesehen.' )"	wasst eh	waßt eh	wabt eh	0	NEWS	NEW07		AT			Du waßt eh, dass i krank bin	0	eingebettet	1	0				0		0				1		dass	0		0	0	0	0	0	0	0	0	0		
"Der erste Wilhelmsburger Stadtheurige fand im malerischen Innenhof des Rathauses vier Tage lang statt. Dort war die Arbeitsgemeinschaft der Wilhelmsburger Wirte fleißig und bemüht im Einsatz. Beim Bieranstich und der Eröffnung vor vollen Tischen meinte ein Besucher zu Stadtoberhaupt Herbert Choholka: ""Hast a bisserl zaghaft draufg'haut beim Bieranstich."" Die spontane Antwort: ""Waßt eh, de ÖVP hat g'holt'n."" (NON09/AUG.14989 Niederösterreichische Nachrichten, 31.08.2009, S. 87; )"	wasst eh	waßt eh	wabt eh	0	Niederösterreichische Nachrichten	NON09		AT			Waßt eh, de ÖVP hat g'holt'n.	0	eingebettet	0	1	initial	initial	initial	0		0				0			0		0	0	0	0	0	0	0	0	0		
" Naa, naa, sie hat mi net erkannt, de is ja so verliabt in eahm, wann i net ohbrems, führ i no alle zwa nieder! I tät sagn, kumm glei her, de sitzn jetzt in an Kaffeehaus, aber tumml di! De is so verknallt in eahm, i glaub, de wüll mit eahm an Knaller machn! Wo i bin? Bei an liabn Herrn! Waßt eh des Tschecherl, wo der Kellner mitn tätowiertn Scheitel arbeit, der was se für sei Glatzn scheniert! Durt sitzt dei Gattin mit den Ruabnzuzler, und i bin danebn! I schau bein Fenster ausse, wannst kummst!` Jetzt hab i gwußt, daß es hier um eine Eifersuchtsaffäre geht und wollt den Mann hinauskomplimentiern, wobei i eigentle gar kane Komplimente gebraucht hab; aber er is ja gar net ganga, er hat se bei mein Fenster ausseglant, und glei drauf is de Rettung kumma, mit (O94/MAR.26789 Neue Kronen-Zeitung, 24.03.1994, S. 23; Rettung im Einsatz )"	wasst eh	waßt eh	wabt eh	0	Neue Kronen-Zeitung	O94		AT			Waßt eh des Tschecherl, wo der Kellner mitn tätowiertn Scheitel arbeit, der was se für sei Glatzn scheniert! 	0	eingebettet	0	1	initial	initial	initial	0		0				0			0		0	0	0	0	0	0	0	0	0		
"Sag i: ,Des Ferndenkn kost dasselbe Geld, Und weil ma scho übers Geld redn, du waßt eh, wegn was i di anruaf: Des Töchterl is jetzt neunzehne, und da brauchts scho allerhand. Is dir recht, wammas dir erst in an Jahr schickn? (O99/MAI.74308 Neue Kronen-Zeitung, 30.05.1999, S. 24; Ein Fluch auf den Lippen )"	wasst eh	waßt eh	wabt eh	0	Neue Kronen-Zeitung	O99		AT			Des Ferndenkn kost dasselbe Geld, Und weil ma scho übers Geld redn, du waßt eh, wegn was i di anruaf: Des Töchterl is jetzt neunzehne, und da brauchts scho allerhand. 	0	eingebettet	1	0				0		0				1		wieso	0		0	0	0	0	0	0	0	0	0		
"""Waßt eh, was d mi kannst"", sagte der andere, der ebenfalls betrunken war, und wollte sich entfernen. ""Du bist heut scho mindstens viermal auf de Goschn gflogn. Des siecht ma an deiner Schaln, schaust aus, wia wanns di durch an Betonmischer draht hättn. Mit aner Tetschn wüllst ma drohn? Sei stad, herst, sunst blas i di furt wia an Löwnzahn."" (O99/SEP.99164 Neue Kronen-Zeitung, 14.09.1999, S. 18; Justiz erübrigt sich )"	wasst eh	waßt eh	wabt eh	0	Neue Kronen-Zeitung	O99		AT			Waßt eh, was d mi kannst	0	eingebettet	1	0				0		0				0		was	0		0	0	0	0	0	0	0	0	0		
" ""Ma muaß se halt bei Lebzeitn schon an Heilign aussuachn, mit den ma guat steht. Dann kann an net vül passiern. Der meinige is der Antonius. Der kriagt von mir jedn Tag frische Bleamerln und alle Wochn an Schülling in sein Opferstock. Na, den derzählert i was in der Sölichkeit, wann er net a guats Platzerl für mi reserviert hätt!"" ""Auf die Heilichn is aa ka richtiger Verlaß"", sagte die andere. ""Waßt eh, wia d Mannsbülder san. I versprich schon seit a paar Jahrn in Judas Taddäus a neiche Altardeckn, wann er mi amal in der Lotterie gwinna laßt. Glaubst, er laßt mi gwinna? Nix is, wia wann ers an zfleiß tät! Dabei schadt er se nur selber, weil er auf de Art nie a neiche Deckn kriagn wird."" ""Beim Antonius kann ma des net passiern"", meinte die zweite. (O96/AUG.86931 Neue Kronen-Zeitung, 24.08.1996, S. 16; Vorsorge für die Ewigkeit )"	wasst eh	waßt eh	wabt eh	0	Neue Kronen-Zeitung	O96		AT			Waßt eh, wia d Mannsbülder san. 	0	eingebettet	1	0				0		0				0		wie	1		0	0	0	0	0	0	0	0	0		
" Des is a Blindgänger ausn Zweitn Wöltkriag. Wann der explodiert, brauch ma nimmer weidagrabn. Da hast binnen Sekunden an zwölf Meta tiafn Kölla. Und kane Nachbarn mehr."" ""Bledl net"", hab i gsagt. ""Wann des a Blindgänger is, müaß ma in Entminungsdienst verständign."" ""Waßt eh, was dann is"", hat mei Bruada gsagt. ""De evakuiern de ganze Siedlung, heut am Sundoch, de Schrebergartler beißn dar in Hals oh. Außerdem erfahrt de Baupolizei, daß mir schwarz an Kölla grabn."" ""I kann doch net a Lebn lang auf aner Luftminen wohnan!"" hab i gsagt. ""I kann ma do net über dera Bombn a Haus baun! Irgendwas muaß gschehn, bevur was gschiecht!"" (O96/SEP.94289 Neue Kronen-Zeitung, 13.09.1996, S. 15; Spitze Spitze mit Spitze )"	wasst eh	waßt eh	wabt eh	0	Neue Kronen-Zeitung	O96		AT			Waßt eh, was dann is	0	eingebettet	1	0				0		0				0		was	0		0	0	0	0	0	0	0	0	0		
"In diesem Falle erzählte Düringer, wie er mit 14 Jahren zum erstenmal bei einem Moto-Cross an den Start ging. Moto-Cross ist, der Leser wird es wissen, ein halsbrecherischer Geländesport der Motorradfahrer, bei dem diese über Stock und Stein hetzen, als hätten sie nicht ein Motorrad, sondern ein Pferd. Da habe also vor dem Start Vater Düringer zum Sohn gesagt: ""Waßt eh, fahr vorsichtig!"" (O98/MAR.24194 Neue Kronen-Zeitung, 12.03.1998, S. 62 )"	wasst eh	waßt eh	wabt eh	0	Neue Kronen-Zeitung	O98		AT			Waßt eh, fahr vorsichtig!	0	eingebettet	0	1	initial	initial	initial	0		0				0			0		0	0	0	0	0	0	0	0	0		
" ""I steh damals mit mein Auto auf an Standplatz, auf amal kummt mei Freund, der Slezak Karl, dahergrennt und schreit: ,Gott sei Dank, Hansl, daß i di triff! Du bist mei anzige Rettung! I brauch dringend zwatausend Schilling für de Gasrechnung. Wann i net sofort in de Mariannengasse zahln geh, drahn s ma heut auf d Nacht no de Gas oh.` ,Tuat mir lad`, hab i gsagt. ,I hab heut no ka anständige Fuhr ghabt. Mi kannst ausbeidln wia a Staubtüachl, bei mir fallt ka Schülling auße, waßt eh wia des is vurn Ersten!"" Aber der Slezak hat ka Ruah gebn. ,Hansl`, hat er graunzt, ,du waßt, i tua mit der Gas hazn. Wüllst wirkle, daß i derfrier, wann in der Nacht wieder da Frost kummt? Und denk an mei alts Muatterl, de was i am Kabinett hab. Soll des Weiberl de ganze Nacht vur Kältn zittern?` Da hat er mir lad tan, und i hab mir des Geld bei an Kollegn ausburgt. (O97/JAN.09487 Neue Kronen-Zeitung, 28.01.1997, S. 14; Eine heiße Fuhr )"	wasst eh	waßt eh	wabt eh	0	Neue Kronen-Zeitung	O97		AT			Mi kannst ausbeidln wia a Staubtüachl, bei mir fallt ka Schülling auße, waßt eh wia des is vurn Ersten!	0	eingebettet	1	0				0		0				0		wie	1		0	0	0	0	0	0	0	0	0		
" Na, mir fahrn, auf amal winkt uns aner aus an andern Auto; wars a Freund von uns mit seiner Frau. ,Wia gehts eich? hat der andere einegschrian zu uns und is mit sein Auto knapp nebn uns mitgfahrn, daß i scho a Angst ghabt hab, er straft mein Schwagern. ,Na, wias an halt mit aner Pratzn geht, hat mei Schwager zruckgruafn. ,Des waßt eh: Du hast no mein Regenschirm! ,Jessas, dei Regenschirm! hat de Frau gsagt und hat hintere griffn. ,Mir ham eahm eh mit. Da hast eahm! Und wia s des gsagt hat, hat s den Regenschirm bei ihrn Fenster aussegebn und hat eahm mein Schwagern in linkn Ellbogn einegsteckt. Der Schirm hat gwirkt wia a Spreizn, mei Schwager hat sein Arm nimmer bewegn könna, und obwohl ma grad in aner leichtn Kurvn warn, samma gradaus weidagfahrn. (O97/MAI.52864 Neue Kronen-Zeitung, 20.05.1997, S. 12; Lässig unterwegs )"	wasst eh	waßt eh	wabt eh	0	Neue Kronen-Zeitung	O97		AT			Des waßt eh: Du hast no mein Regenschirm!	0	eingebettet	1	0				0	das	0				dem			0		0	0	0	0	0	0	0	0	0		
"JK: Najo, waßt eh, i bin jo nur a afocher Redaktea, oba mir ham jetz jo spannende Zeiten. Nexts Joa san de Gemeinderotswoin - do steht vü aufn Spü fian Michl. Und - wos is bei dir? (P00/FEB.03670 Die Presse, 01.02.2000, Ressort: Seite Zwei; Gesprächsausschnitt )"	wasst eh	waßt eh	wabt eh	0	Die Presse	P00		AT			Najo, waßt eh, i bin jo nur a afocher Redaktea, oba mir ham jetz jo spannende Zeiten. 	0	eingebettet	0	1	middle	if	middle	0	naja	w,				0			0		0	0	0	0	0	0	0	0	0		
"Die Partie trifft sich um 18 Uhr, schließlich geht es um 19 Uhr los. ""Serwas Bärle, hallo, Bussi. Wo is da Peda? Da Taschler? Jo, waßt eh - jeder wird auf seine Art glücklich! Heast gemma, sunst sitz ma wieda gaunz hintn, is eh da gaunze Bau do."" Gesagt getan, die Partie, die den Gehsteig nahezu blockiert hatte, schlendert zum Eingang, Stadthalle, Halle D. Ein Konzert ist angesagt: Groß prangen auf der Einladung Al Bano und Romina Power; kleiner die Vorbilder Karl Decker, Ossy Kolmann, Helmut Lohner, Harald Serafin; ebenso klein Dr. Helmut Zilk, Hans Mayr, Gertrude Fröhlich Sandner und Moderator Felix Dvorak; (P91/OKT.03778 Die Presse, 09.10.1991; ""Lieserl kumm her, 's Wieserl is leer"" )"	wasst eh	waßt eh	wabt eh	0	Die Presse	P91		AT			Jo, waßt eh - jeder wird auf seine Art glücklich! 	0	eingebettet	0	1	middle	if	middle	0	ja	w,				0			0		0	0	0	0	0	0	0	0	0		
"Wenn man später davon erzählt (oder schreibt), glaubt einem kein Mensch, dass das Ganze wirklich recht nett und hin und wieder sogar lustig war. Die köstlichste Wirkung erzielten allerdings jene drei Herren, die auf dem Klavier den alten Hadern Jo mir san mit'n Radel do in Mozart-, Tschaikowsky- und Jazz-Manier spielten. Während der Humor des alten Ehepaares zeitweilig eher in den Tiefen des Genres tauchte (""Kennt ma no Liebe machen?"" - ""I schlaf jetzt, waßt eh, wo alles is.""). (P05/JAN.01422 Die Presse, 17.01.2005, S. 13; Narrische Highlights eines halben Jahrhunderts )"	wasst eh	waßt eh	wabt eh	0	Die Presse	P05		AT			I schlaf jetzt, waßt eh, wo alles is	0	eingebettet	1	0				0		0				0		wo	0		0	0	0	0	0	0	0	0	0		
